Date,GLD Tonnes,GLD Flow (t),GLDM Tonnes,GLDM Flow (t),SGLN Tonnes,SGLN Flow (t),IAU Tonnes,IAU Flow (t),Total Tonnes,Total Flow (t)
2017-02-02,811.22,1.48,,,62.54,-0.06,199.92,-0.56,1073.68,0.86
2017-02-03,814.5,3.28,,,62.66,0.12,199.94,0.02,1077.1,3.42
2017-02-06,818.65,4.15,,,62.83,0.17,199.93,-0.01,1081.41,4.31
2017-02-07,826.95,8.3,,,62.88,0.05,200.31,0.38,1090.14,8.73
2017-02-08,832.58,5.63,,,63.25,0.37,200.36,0.05,1096.19,6.05
2017-02-09,832.58,0,,,63.27,0.02,200.98,0.62,1096.83,0.64
2017-02-10,836.72,4.14,,,63.58,0.31,200.84,-0.14,1101.14,4.31
2017-02-13,840.87,4.15,,,63.73,0.15,201.38,0.54,1105.98,4.84
2017-02-14,840.87,0,,,63.82,0.09,201.35,-0.03,1106.04,0.06
2017-02-15,843.54,2.67,,,64.16,0.34,202.12,0.77,1109.82,3.78
2017-02-16,843.54,0,,,64.18,0.02,202.03,-0.09,1109.75,-0.07
2017-02-17,841.17,-2.37,,,64.6,0.42,201.31,-0.72,1107.08,-2.67
2017-02-20,,,,,64.6,0,,,1107.08,0
2017-02-21,841.17,0,,,65.29,0.69,201.4,0.09,1107.86,0.78
2017-02-22,841.17,0,,,65.36,0.07,201.79,0.39,1108.32,0.46
2017-02-23,841.17,0,,,65.57,0.21,201.82,0.03,1108.56,0.24
2017-02-24,841.17,0,,,65.57,0,201.9,0.08,1108.64,0.08
2017-02-27,841.17,0,,,65.31,-0.26,201.84,-0.06,1108.32,-0.32
2017-02-28,841.17,0,,,65.65,0.34,202.18,0.34,1109,0.68
2017-03-01,843.54,2.37,,,65.85,0.2,202.29,0.11,1111.68,2.68
2017-03-02,845.32,1.78,,,65.89,0.04,202.78,0.49,1113.99,2.31
2017-03-03,840.58,-4.74,,,66.21,0.32,197.9,-4.88,1104.69,-9.3
2017-03-06,836.77,-3.81,,,64.31,-1.9,197.57,-0.33,1098.65,-6.04
2017-03-07,836.77,0,,,64.38,0.07,197.54,-0.03,1098.69,0.04
2017-03-08,836.77,0,,,64.38,0,197.57,0.03,1098.72,0.03
2017-03-09,834.1,-2.67,,,64.38,0,197.19,-0.38,1095.67,-3.05
2017-03-10,825.22,-8.88,,,64.49,0.11,196.85,-0.34,1086.56,-9.11
2017-03-13,832.03,6.81,,,64.71,0.22,196.95,0.1,1093.69,7.13
2017-03-14,834.99,2.96,,,64.71,0,197.18,0.23,1096.88,3.19
2017-03-15,839.43,4.44,,,64.91,0.2,197.28,0.1,1101.62,4.74
2017-03-16,837.06,-2.37,,,65.02,0.11,197.82,0.54,1099.9,-1.72
2017-03-17,834.1,-2.96,,,65.04,0.02,197.78,-0.04,1096.92,-2.98
2017-03-20,830.25,-3.85,,,65.11,0.07,197.84,0.06,1093.2,-3.72
2017-03-21,834.4,4.15,,,65.58,0.47,197.86,0.02,1097.84,4.64
2017-03-22,834.4,0,,,65.58,0,198.44,0.58,1098.42,0.58
2017-03-23,834.4,0,,,67.25,1.67,198.65,0.21,1100.3,1.88
2017-03-24,832.62,-1.78,,,68.05,0.8,198.65,0,1099.32,-0.98
2017-03-27,835.28,2.66,,,68.15,0.1,198.72,0.07,1102.15,2.83
2017-03-28,833.51,-1.77,,,68.15,0,199,0.28,1100.66,-1.49
2017-03-29,833.51,0,,,68.25,0.1,198.99,-0.01,1100.75,0.09
2017-03-30,832.32,-1.19,,,68.17,-0.08,199.03,0.04,1099.52,-1.23
2017-03-31,832.32,0,,,68.13,-0.04,199.9,0.87,1100.35,0.83
2017-04-03,836.77,4.45,,,68.19,0.06,199.85,-0.05,1104.81,4.46
2017-04-04,836.77,0,,,68.19,0,199.85,0,1104.81,0
2017-04-05,836.77,0,,,68.13,-0.06,199.92,0.07,1104.82,0.01
2017-04-06,836.77,0,,,68.18,0.05,200.3,0.38,1105.25,0.43
2017-04-07,836.49,-0.28,,,68.18,0,200.69,0.39,1105.36,0.11
2017-04-10,838.26,1.77,,,68.38,0.2,200.66,-0.03,1107.3,1.94
2017-04-11,842.41,4.15,,,67.77,-0.61,201.75,1.09,1111.93,4.63
2017-04-12,842.41,0,,,67.77,0,201.66,-0.09,1111.84,-0.09
2017-04-13,848.92,6.51,,,67.85,0.08,202.94,1.28,1119.71,7.87
2017-04-17,848.92,0,,,,,202.95,0.01,1119.72,0.01
2017-04-18,848.92,0,,,68.03,0.18,203.55,0.6,1120.5,0.78
2017-04-19,860.76,11.84,,,68.31,0.28,204.44,0.89,1133.51,13.01
2017-04-20,854.25,-6.51,,,68.31,0,204.45,0.01,1127.01,-6.5
2017-04-21,858.69,4.44,,,67.9,-0.41,204.33,-0.12,1130.92,3.91
2017-04-24,860.17,1.48,,,67.92,0.02,204.33,0,1132.42,1.5
2017-04-25,854.25,-5.92,,,69.09,1.17,204.42,0.09,1127.76,-4.66
2017-04-26,854.25,0,,,69.1,0.01,204.38,-0.04,1127.73,-0.03
2017-04-27,853.36,-0.89,,,69.34,0.24,204.4,0.02,1127.1,-0.63
2017-04-28,853.36,0,,,69.61,0.27,204.31,-0.09,1127.28,0.18
2017-05-01,853.36,0,,,,,203.78,-0.53,1126.75,-0.53
2017-05-02,853.36,0,,,69.61,0,203.88,0.1,1126.85,0.1
2017-05-03,853.36,0,,,69.79,0.18,204.32,0.44,1127.47,0.62
2017-05-04,853.08,-0.28,,,69.95,0.16,203.07,-1.25,1126.1,-1.37
2017-05-05,853.08,0,,,70.06,0.11,201.62,-1.45,1124.76,-1.34
2017-05-08,851.89,-1.19,,,70.06,0,201.68,0.06,1123.63,-1.13
2017-05-09,851.89,0,,,70.06,0,201.69,0.01,1123.64,0.01
2017-05-10,851.89,0,,,70.03,-0.03,201.61,-0.08,1123.53,-0.11
2017-05-11,851.89,0,,,70.18,0.15,201.75,0.14,1123.82,0.29
2017-05-12,851.89,0,,,70.05,-0.13,201.62,-0.13,1123.56,-0.26
2017-05-15,851.89,0,,,70.16,0.11,201.63,0.01,1123.68,0.12
2017-05-16,851.89,0,,,70.52,0.36,202.25,0.62,1124.66,0.98
2017-05-17,851.89,0,,,70.41,-0.11,202.37,0.12,1124.67,0.01
2017-05-18,850.71,-1.18,,,70.45,0.04,202.82,0.45,1123.98,-0.69
2017-05-19,850.71,0,,,70.6,0.15,202.78,-0.04,1124.09,0.11
2017-05-22,852.48,1.77,,,71.27,0.67,202.85,0.07,1126.6,2.51
2017-05-23,847.45,-5.03,,,71.31,0.04,202.81,-0.04,1121.57,-5.03
2017-05-24,847.45,0,,,71.29,-0.02,202.87,0.06,1121.61,0.04
2017-05-25,847.45,0,,,69.76,-1.53,202.83,-0.04,1120.04,-1.57
2017-05-26,847.45,0,,,69.76,0,203.02,0.19,1120.23,0.19
2017-05-30,847.45,0,,,70.03,0.27,203.07,0.05,1120.55,0.32
2017-05-31,847.45,0,,,70.04,0.01,203.61,0.54,1121.1,0.55
2017-06-01,847.45,0,,,69.8,-0.24,203.66,0.05,1120.91,-0.19
2017-06-02,851,3.55,,,69.79,-0.01,204.35,0.69,1125.14,4.23
2017-06-05,851,0,,,70.15,0.36,205.05,0.7,1126.2,1.06
2017-06-06,855.16,4.16,,,70.18,0.03,204.98,-0.07,1130.32,4.12
2017-06-07,864.93,9.77,,,70.18,0,205.62,0.64,1140.73,10.41
2017-06-08,867,2.07,,,70.18,0,206.09,0.47,1143.27,2.54
2017-06-09,867,0,,,70.18,0,206.59,0.5,1143.77,0.5
2017-06-12,867,0,,,70.24,0.06,206.62,0.03,1143.86,0.09
2017-06-13,867,0,,,70.31,0.07,207.11,0.49,1144.42,0.56
2017-06-14,854.87,-12.13,,,70.33,0.02,207.11,0,1132.31,-12.11
2017-06-15,853.68,-1.19,,,70.7,0.37,207.14,0.03,1131.52,-0.79
2017-06-16,853.68,0,,,70.72,0.02,207,-0.14,1131.4,-0.12
2017-06-19,853.68,0,,,70.76,0.04,207.01,0.01,1131.45,0.05
2017-06-20,853.68,0,,,71.08,0.32,207.13,0.12,1131.89,0.44
2017-06-21,853.98,0.3,,,72.31,1.23,207.09,-0.04,1133.38,1.49
2017-06-22,853.98,0,,,72.62,0.31,207.99,0.9,1134.59,1.21
2017-06-23,851.02,-2.96,,,72.76,0.14,208.49,0.5,1132.27,-2.32
2017-06-26,853.68,2.66,,,72.88,0.12,208.51,0.02,1135.07,2.8
2017-06-27,853.68,0,,,72.88,0,209.08,0.57,1135.64,0.57
2017-06-28,853.68,0,,,73.15,0.27,209.74,0.66,1136.57,0.93
2017-06-29,853.68,0,,,66.93,-6.22,210.4,0.66,1131.01,-5.56
2017-06-30,852.5,-1.18,,,67,0.07,210.44,0.04,1129.94,-1.07
2017-07-03,846.29,-6.21,,,67.06,0.06,210.36,-0.08,1123.71,-6.23
2017-07-04,,,,,66.88,-0.18,,,1123.53,-0.18
2017-07-05,840.67,-5.62,,,65.96,-0.92,210.3,-0.06,1116.93,-6.6
2017-07-06,840.67,0,,,65.96,0,210.85,0.55,1117.48,0.55
2017-07-07,835.35,-5.32,,,66.49,0.53,210.84,-0.01,1112.68,-4.8
2017-07-10,832.39,-2.96,,,66.67,0.18,211.36,0.52,1110.42,-2.26
2017-07-11,832.39,0,,,66.81,0.14,211.51,0.15,1110.71,0.29
2017-07-12,832.39,0,,,66.56,-0.25,211.43,-0.08,1110.38,-0.33
2017-07-13,828.84,-3.55,,,66.5,-0.06,211.41,-0.02,1106.75,-3.63
2017-07-14,828.84,0,,,66.18,-0.32,211.42,0.01,1106.44,-0.31
2017-07-17,827.07,-1.77,,,66.26,0.08,211.49,0.07,1104.82,-1.62
2017-07-18,821.45,-5.62,,,66.26,0,211.42,-0.07,1099.13,-5.69
2017-07-19,816.12,-5.33,,,62.79,-3.47,211.36,-0.06,1090.27,-8.86
2017-07-20,816.12,0,,,63,0.21,211.87,0.51,1090.99,0.72
2017-07-21,813.76,-2.36,,,63,0,211.96,0.09,1088.72,-2.27
2017-07-24,809.62,-4.14,,,63.01,0.01,211.84,-0.12,1084.47,-4.25
2017-07-25,800.45,-9.17,,,63.38,0.37,213.06,1.22,1076.89,-7.58
2017-07-26,795.42,-5.03,,,63.42,0.04,210.89,-2.17,1069.73,-7.16
2017-07-27,791.88,-3.54,,,61.03,-2.39,210.98,0.09,1063.89,-5.84
2017-07-28,791.88,0,,,61.03,0,210.87,-0.11,1063.78,-0.11
2017-07-31,791.88,0,,,61.15,0.12,210.95,0.08,1063.98,0.2
2017-08-01,791.88,0,,,61.08,-0.07,212.11,1.16,1065.07,1.09
2017-08-02,791.88,0,,,61.08,0,211.56,-0.55,1064.52,-0.55
2017-08-03,791.88,0,,,61.38,0.3,211.47,-0.09,1064.73,0.21
2017-08-04,787.14,-4.74,,,61.43,0.05,211.47,0,1060.04,-4.69
2017-08-07,786.87,-0.27,,,61.43,0,211.35,-0.12,1059.65,-0.39
2017-08-08,786.87,0,,,61.43,0,211.42,0.07,1059.72,0.07
2017-08-09,786.87,0,,,61.07,-0.36,211.44,0.02,1059.38,-0.34
2017-08-10,786.87,0,,,61.1,0.03,213.86,2.42,1061.83,2.45
2017-08-11,786.87,0,,,61.31,0.21,213.21,-0.65,1061.39,-0.44
2017-08-14,791.01,4.14,,,61.32,0.01,213.33,0.12,1065.66,4.27
2017-08-15,791.01,0,,,62.34,1.02,213.26,-0.07,1066.61,0.95
2017-08-16,795.44,4.43,,,62.23,-0.11,213.37,0.11,1071.04,4.43
2017-08-17,795.44,0,,,62.35,0.12,213.21,-0.16,1071,-0.04
2017-08-18,799.29,3.85,,,62.42,0.07,214.54,1.33,1076.25,5.25
2017-08-21,799.29,0,,,62.48,0.06,215.5,0.96,1077.27,1.02
2017-08-22,799.29,0,,,62.58,0.1,215.57,0.07,1077.44,0.17
2017-08-23,799.29,0,,,61.84,-0.74,215.51,-0.06,1076.64,-0.8
2017-08-24,799.29,0,,,61.02,-0.82,215.91,0.4,1076.22,-0.42
2017-08-25,805.2,5.91,,,61.05,0.03,216.46,0.55,1082.71,6.49
2017-08-28,814.36,9.16,,,,,218.23,1.77,1093.64,10.93
2017-08-29,816.43,2.07,,,61.16,0.11,219.69,1.46,1097.28,3.64
2017-08-30,816.43,0,,,61.08,-0.08,217.01,-2.68,1094.52,-2.76
2017-08-31,816.43,0,,,61.56,0.48,217.29,0.28,1095.28,0.76
2017-09-01,831.21,14.78,,,,,218.56,1.27,1111.33,16.05
2017-09-05,840.08,8.87,,,,,218.04,-0.52,1119.68,8.35
2017-09-06,837.12,-2.96,,,,,218.61,0.57,1117.29,-2.39
2017-09-07,836.87,-0.25,,,,,218.47,-0.14,1116.9,-0.39
2017-09-08,834.5,-2.37,,,,,219.58,1.11,1054.08,-1.26
2017-09-11,835.68,1.18,,,,,219.51,-0.07,1055.19,1.11
2017-09-12,838.64,2.96,,,,,220.33,0.82,1058.97,3.78
2017-09-13,838.64,0,,,,,220.93,0.6,1059.57,0.6
2017-09-14,838.64,0,,,,,220.91,-0.02,1059.55,-0.02
2017-09-15,838.64,0,,,,,220.85,-0.06,1059.49,-0.06
2017-09-18,843.96,5.32,,,,,221.34,0.49,1065.3,5.81
2017-09-19,846.03,2.07,,,,,221.41,0.07,1067.44,2.14
2017-09-20,846.03,0,,,,,221.99,0.58,1068.02,0.58
2017-09-21,852.23,6.2,,,,,222.07,0.08,1074.3,6.28
2017-09-22,856.08,3.85,,,,,221.97,-0.1,1078.05,3.75
2017-09-25,856.08,0,,,,,222.56,0.59,1078.64,0.59
2017-09-26,862.58,6.5,,,,,224.76,2.2,1087.34,8.7
2017-09-27,864.65,2.07,,,,,226.71,1.95,1091.36,4.02
2017-09-28,864.65,0,,,,,227.32,0.61,1091.97,0.61
2017-09-29,864.65,0,,,,,228.56,1.24,1093.21,1.24
2017-10-02,859.33,-5.32,,,70.26,,228.57,0.01,1158.16,-5.31
2017-10-03,854.3,-5.03,,,70.47,0.21,229.36,0.79,1154.13,-4.03
2017-10-04,854.3,0,,,70.47,0,229.74,0.38,1154.51,0.38
2017-10-05,851.06,-3.24,,,70.52,0.05,229.62,-0.12,1151.2,-3.31
2017-10-06,854.02,2.96,,,70.77,0.25,228.77,-0.85,1153.56,2.36
2017-10-09,858.45,4.43,,,70.77,0,228.72,-0.05,1157.94,4.38
2017-10-10,858.45,0,,,71.27,0.5,228.69,-0.03,1158.41,0.47
2017-10-11,858.45,0,,,71.27,0,228.71,0.02,1158.43,0.02
2017-10-12,858.45,0,,,71.38,0.11,228.72,0.01,1158.55,0.12
2017-10-13,853.13,-5.32,,,71.56,0.18,228.72,0,1153.41,-5.14
2017-10-16,853.13,0,,,71.69,0.13,228.81,0.09,1153.63,0.22
2017-10-17,853.13,0,,,71.96,0.27,228.96,0.15,1154.05,0.42
2017-10-18,853.13,0,,,71.85,-0.11,228.85,-0.11,1153.83,-0.22
2017-10-19,853.13,0,,,71.84,-0.01,230.36,1.51,1155.33,1.5
2017-10-20,853.13,0,,,72.02,0.18,231.55,1.19,1156.7,1.37
2017-10-23,853.13,0,,,73.57,1.55,231.9,0.35,1158.6,1.9
2017-10-24,853.13,0,,,74.54,0.97,232,0.1,1159.67,1.07
2017-10-25,853.13,0,,,74.54,0,233.14,1.14,1160.81,1.14
2017-10-26,851.95,-1.18,,,74.54,0,233.18,0.04,1159.67,-1.14
2017-10-27,850.77,-1.18,,,74.54,0,233.19,0.01,1158.5,-1.17
2017-10-30,850.77,0,,,74.2,-0.34,234.33,1.14,1159.3,0.8
2017-10-31,850.77,0,,,74.01,-0.19,234.29,-0.04,1159.07,-0.23
2017-11-01,849.59,-1.18,,,74.06,0.05,234.36,0.07,1158.01,-1.06
2017-11-02,846.04,-3.55,,,74.09,0.03,234.35,-0.01,1154.48,-3.53
2017-11-03,845.75,-0.29,,,74.04,-0.05,235.35,1,1155.14,0.66
2017-11-06,845.45,-0.3,,,73.86,-0.18,235.17,-0.18,1154.48,-0.66
2017-11-07,844.27,-1.18,,,74.02,0.16,235.27,0.1,1153.56,-0.92
2017-11-08,843.09,-1.18,,,73.79,-0.23,235.86,0.59,1152.74,-0.82
2017-11-09,843.09,0,,,73.89,0.1,235.71,-0.15,1152.69,-0.05
2017-11-10,843.09,0,,,73.92,0.03,237.32,1.61,1154.33,1.64
2017-11-13,843.39,0.3,,,74,0.08,237.34,0.02,1154.73,0.4
2017-11-14,843.39,0,,,74.61,0.61,237.39,0.05,1155.39,0.66
2017-11-15,843.39,0,,,74.63,0.02,237.33,-0.06,1155.35,-0.04
2017-11-16,843.39,0,,,74.81,0.18,237.36,0.03,1155.56,0.21
2017-11-17,843.39,0,,,74.62,-0.19,237.32,-0.04,1155.33,-0.23
2017-11-20,843.39,0,,,74.77,0.15,237.37,0.05,1155.53,0.2
2017-11-21,843.39,0,,,74.8,0.03,237.81,0.44,1156,0.47
2017-11-22,843.39,0,,,74.62,-0.18,238.32,0.51,1156.33,0.33
2017-11-23,,,,,74.62,0,,,1156.33,0
2017-11-24,843.39,0,,,74.87,0.25,239.93,1.61,1158.19,1.86
2017-11-27,842.21,-1.18,,,75.25,0.38,241.09,1.16,1158.55,0.36
2017-11-28,839.55,-2.66,,,75.25,0,241.08,-0.01,1155.88,-2.67
2017-11-29,839.55,0,,,75.04,-0.21,241.32,0.24,1155.91,0.03
2017-11-30,839.55,0,,,74.99,-0.05,241.42,0.1,1155.96,0.05
2017-12-01,848.11,8.56,,,75.3,0.31,241.6,0.18,1165.01,9.05
2017-12-04,846.93,-1.18,,,75.4,0.1,241.6,0,1163.93,-1.08
2017-12-05,845.47,-1.46,,,75.38,-0.02,241.5,-0.1,1162.35,-1.58
2017-12-06,845.47,0,,,75.39,0.01,241.6,0.1,1162.46,0.11
2017-12-07,842.81,-2.66,,,75.35,-0.04,242.21,0.61,1160.37,-2.09
2017-12-08,842.81,0,,,75.21,-0.14,242.05,-0.16,1160.07,-0.3
2017-12-11,842.81,0,,,75.25,0.04,242.85,0.8,1160.91,0.84
2017-12-12,842.81,0,,,74.93,-0.32,242.85,0,1160.59,-0.32
2017-12-13,844.29,1.48,,,74.98,0.05,242.92,0.07,1162.19,1.6
2017-12-14,844.29,0,,,75.3,0.32,242.91,-0.01,1162.5,0.31
2017-12-15,837.2,-7.09,,,75.6,0.3,243.96,1.05,1156.76,-5.74
2017-12-18,837.2,0,,,75.91,0.31,244.02,0.06,1157.13,0.37
2017-12-19,836.02,-1.18,,,75.72,-0.19,244.4,0.38,1156.14,-0.99
2017-12-20,836.02,0,,,74.78,-0.94,244.39,-0.01,1155.19,-0.95
2017-12-21,836.02,0,,,74.93,0.15,244.01,-0.38,1154.96,-0.23
2017-12-22,837.5,1.48,,,74.94,0.01,243.34,-0.67,1155.78,0.82
2017-12-26,837.5,0,,,,,243.35,0.01,1155.79,0.01
2017-12-27,837.5,0,,,75.02,0.08,243.37,0.02,1155.89,0.1
2017-12-28,837.5,0,,,76.08,1.06,243.52,0.15,1157.1,1.21
2017-12-29,837.5,0,,,76.39,0.31,243.47,-0.05,1157.36,0.26
2018-01-02,836.32,-1.18,,,76.4,0.01,243.49,0.02,1156.21,-1.15
2018-01-03,836.32,0,,,76.4,0,244.02,0.53,1156.74,0.53
2018-01-04,836.04,-0.28,,,76.44,0.04,245.19,1.17,1157.67,0.93
2018-01-05,834.86,-1.18,,,76.43,-0.01,246.19,1,1157.48,-0.19
2018-01-08,834.86,0,,,76.44,0.01,247.87,1.68,1159.17,1.69
2018-01-09,831.91,-2.95,,,76.47,0.03,247.79,-0.08,1156.17,-3
2018-01-10,828.96,-2.95,,,76.47,0,248.26,0.47,1153.69,-2.48
2018-01-11,828.96,0,,,76.46,-0.01,248.42,0.16,1153.84,0.15
2018-01-12,828.96,0,,,76.06,-0.4,248.99,0.57,1154.01,0.17
2018-01-15,,,,,76.05,-0.01,,,1154,-0.01
2018-01-16,828.96,0,,,75.91,-0.14,250.24,1.25,1155.11,1.11
2018-01-17,828.96,0,,,75.94,0.03,250.81,0.57,1155.71,0.6
2018-01-18,840.76,11.8,,,76.16,0.22,251.36,0.55,1168.28,12.57
2018-01-19,846.67,5.91,,,76.18,0.02,253.29,1.93,1176.14,7.86
2018-01-22,846.67,0,,,76.26,0.08,254.12,0.83,1177.05,0.91
2018-01-23,849.32,2.65,,,76.33,0.07,254.36,0.24,1180.01,2.96
2018-01-24,849.32,0,,,76.38,0.05,254.97,0.61,1180.67,0.66
2018-01-25,849.32,0,,,76.64,0.26,256.79,1.82,1182.75,2.08
2018-01-26,848.14,-1.18,,,76.69,0.05,257.89,1.1,1182.72,-0.03
2018-01-29,846.67,-1.47,,,76.76,0.07,259.08,1.19,1182.51,-0.21
2018-01-30,845.48,-1.19,,,76.81,0.05,260.71,1.63,1183,0.49
2018-01-31,841.35,-4.13,,,76.89,0.08,261.42,0.71,1179.66,-3.34
2018-02-01,841.35,0,,,77.02,0.13,261.33,-0.09,1179.7,0.04
2018-02-02,841.35,0,,,77.12,0.1,261.29,-0.04,1179.76,0.06
2018-02-05,841.35,0,,,77.08,-0.04,262.15,0.86,1180.58,0.82
2018-02-06,829.26,-12.09,,,77.08,0,262.81,0.66,1169.15,-11.43
2018-02-07,826.9,-2.36,,,77.09,0.01,262.91,0.1,1166.9,-2.25
2018-02-08,826.31,-0.59,,,77.16,0.07,262.88,-0.03,1166.35,-0.55
2018-02-09,820.71,-5.6,,,77.2,0.04,262.95,0.07,1160.86,-5.49
2018-02-12,820.71,0,,,77.58,0.38,262.98,0.03,1161.27,0.41
2018-02-13,823.66,2.95,,,77.21,-0.37,263,0.02,1163.87,2.6
2018-02-14,823.66,0,,,76.75,-0.46,262.9,-0.1,1163.31,-0.56
2018-02-15,821.3,-2.36,,,77.02,0.27,264.43,1.53,1162.75,-0.56
2018-02-16,824.54,3.24,,,76.7,-0.32,264.75,0.32,1165.99,3.24
2018-02-19,,,,,76.7,0,,,1165.99,0
2018-02-20,827.79,3.25,,,76.62,-0.08,264.71,-0.04,1169.12,3.13
2018-02-21,827.79,0,,,76.67,0.05,264.71,0,1169.17,0.05
2018-02-22,827.79,0,,,76.48,-0.19,264.72,0.01,1168.99,-0.18
2018-02-23,829.26,1.47,,,76.5,0.02,265.13,0.41,1170.89,1.9
2018-02-26,831.03,1.77,,,76.56,0.06,265.97,0.84,1173.56,2.67
2018-02-27,831.03,0,,,76.57,0.01,266.06,0.09,1173.66,0.1
2018-02-28,831.03,0,,,76.63,0.06,265.98,-0.08,1173.64,-0.02
2018-03-01,833.98,2.95,,,76.61,-0.02,265.23,-0.75,1175.82,2.18
2018-03-02,833.98,0,,,76.42,-0.19,265.03,-0.2,1175.43,-0.39
2018-03-05,833.98,0,,,76.45,0.03,265.21,0.18,1175.64,0.21
2018-03-06,833.98,0,,,76.29,-0.16,265.1,-0.11,1175.37,-0.27
2018-03-07,833.73,-0.25,,,76.25,-0.04,265.01,-0.09,1174.99,-0.38
2018-03-08,833.73,0,,,76.38,0.13,265.02,0.01,1175.13,0.14
2018-03-09,833.73,0,,,76.17,-0.21,265.1,0.08,1175,-0.13
2018-03-12,833.73,0,,,75.77,-0.4,264.99,-0.11,1174.49,-0.51
2018-03-13,833.73,0,,,75.66,-0.11,265.1,0.11,1174.49,0
2018-03-14,833.73,0,,,75.66,0,265.15,0.05,1174.54,0.05
2018-03-15,838.15,4.42,,,75.61,-0.05,265.76,0.61,1179.52,4.98
2018-03-16,840.22,2.07,,,75.64,0.03,266.13,0.37,1181.99,2.47
2018-03-19,850.84,10.62,,,75.67,0.03,270.09,3.96,1196.6,14.61
2018-03-20,850.54,-0.3,,,76.49,0.82,269.96,-0.13,1196.99,0.39
2018-03-21,850.54,0,,,76.75,0.26,270.27,0.31,1197.56,0.57
2018-03-22,850.54,0,,,76.78,0.03,270.38,0.11,1197.7,0.14
2018-03-23,850.54,0,,,76.74,-0.04,270.44,0.06,1197.72,0.02
2018-03-26,847.3,-3.24,,,76.72,-0.02,270.33,-0.11,1194.35,-3.37
2018-03-27,846.12,-1.18,,,76.74,0.02,270.44,0.11,1193.3,-1.05
2018-03-28,846.12,0,,,76.93,0.19,271.41,0.97,1194.46,1.16
2018-03-29,846.12,0,,,76.98,0.05,271.47,0.06,1194.57,0.11
2018-04-02,852.31,6.19,,,,,271.48,0.01,1200.77,6.2
2018-04-03,852.31,0,,,76.82,-0.16,272.33,0.85,1201.46,0.69
2018-04-04,852.03,-0.28,,,76.82,0,275.21,2.88,1204.06,2.6
2018-04-05,854.09,2.06,,,76.65,-0.17,275.04,-0.17,1205.78,1.72
2018-04-06,859.99,5.9,,,76.78,0.13,276.5,1.46,1213.27,7.49
2018-04-09,859.99,0,,,76.66,-0.12,278.02,1.52,1214.67,1.4
2018-04-10,859.99,0,,,76.73,0.07,279.22,1.2,1215.94,1.27
2018-04-11,859.99,0,,,76.85,0.12,280.29,1.07,1217.13,1.19
2018-04-12,865.89,5.9,,,76.85,0,281.67,1.38,1224.41,7.28
2018-04-13,865.89,0,,,76.88,0.03,281.83,0.16,1224.6,0.19
2018-04-16,865.89,0,,,77.09,0.21,282.26,0.43,1225.24,0.64
2018-04-17,865.89,0,,,77.28,0.19,283.59,1.33,1226.76,1.52
2018-04-18,865.89,0,,,76.75,-0.53,284.14,0.55,1226.78,0.02
2018-04-19,865.89,0,,,76.74,-0.01,286.38,2.24,1229.01,2.23
2018-04-20,865.89,0,,,76.81,0.07,286.98,0.6,1229.68,0.67
2018-04-23,865.89,0,,,76.78,-0.03,286.98,0,1229.65,-0.03
2018-04-24,871.2,5.31,,,76.77,-0.01,286.9,-0.08,1234.87,5.22
2018-04-25,871.2,0,,,76.74,-0.03,286.88,-0.02,1234.82,-0.05
2018-04-26,871.2,0,,,76.74,0,287.25,0.37,1235.19,0.37
2018-04-27,871.2,0,,,76.74,0,288.5,1.25,1236.44,1.25
2018-04-30,871.2,0,,,76.77,0.03,288.5,0,1236.47,0.03
2018-05-01,866.77,-4.43,,,76,-0.77,288.47,-0.03,1231.24,-5.23
2018-05-02,866.77,0,,,76.11,0.11,289.16,0.69,1232.04,0.8
2018-05-03,865.59,-1.18,,,76.05,-0.06,289.07,-0.09,1230.71,-1.33
2018-05-04,864.13,-1.46,,,76.05,0,289.08,0.01,1229.26,-1.45
2018-05-07,864.13,0,,,,,289.56,0.48,1229.74,0.48
2018-05-08,864.13,0,,,75.99,-0.06,289.49,-0.07,1229.61,-0.13
2018-05-09,862.95,-1.18,,,75.78,-0.21,290.01,0.52,1228.74,-0.87
2018-05-10,862.95,0,,,75.78,0,290.52,0.51,1229.25,0.51
2018-05-11,857.64,-5.31,,,75.49,-0.29,292.39,1.87,1225.52,-3.73
2018-05-14,856.17,-1.47,,,74.59,-0.9,292.83,0.44,1223.59,-1.93
2018-05-15,856.17,0,,,74.47,-0.12,292.18,-0.65,1222.82,-0.77
2018-05-16,856.17,0,,,74.47,0,291.1,-1.08,1221.74,-1.08
2018-05-17,856.17,0,,,74.5,0.03,290.52,-0.58,1221.19,-0.55
2018-05-18,855.28,-0.89,,,74.65,0.15,290.56,0.04,1220.49,-0.7
2018-05-21,852.04,-3.24,,,74.68,0.03,290.56,0,1217.28,-3.21
2018-05-22,852.04,0,,,73.75,-0.93,290.68,0.12,1216.47,-0.81
2018-05-23,852.04,0,,,73.52,-0.23,290.65,-0.03,1216.21,-0.26
2018-05-24,852.04,0,,,73.55,0.03,290.61,-0.04,1216.2,-0.01
2018-05-25,848.5,-3.54,,,73.55,0,290.23,-0.38,1212.28,-3.92
2018-05-29,851.45,2.95,,,73.64,0.09,290.17,-0.06,1215.26,2.98
2018-05-30,851.45,0,,,73.52,-0.12,286.11,-4.06,1211.08,-4.18
2018-05-31,847.03,-4.42,,,74.42,0.9,286.01,-0.1,1207.46,-3.62
